Consumption emissions in MtCO₂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,,6.9842,,,,,,198.8145,5.6274,,399.2354,97.393,33.4426,,17.5998,54.198,,49.2796,213.9135,,9.0091,,,16.1017,,,13.0773,508.943,,9.7758,46.7125,2.366,,21.368,9.9594,616.5924,,,,,88.3499,8056.9111,92.3642,,,,13.029,24.5619,,,10.1503,119.7506,7.3537,,64.5672,,,50.4971,41.2996,217.9181,8.6573,,,20.4147,5.5942,,,,73.7147,509.5866,,,,,10.6488,988.9748,18.4918,,101.33,,,,9.4198,3.9714,,,,6.7273,112.463,70.1348,,1624.1975,491.7213,482.9201,,45.2242,88.864,571.3403,6.2542,1500.8099,31.8951,150.7655,19.8564,,,81.6008,15.1846,2.3912,13.684,,,,,,23.4163,10.6402,,3.6319,0.87481,200.0006,,,9.5603,,,,5.9513,564.9949,,,23.8053,,,62.8717,10.4313,,9.2052,,4.5788,200.8916,,39.1298,5.595,,120.6361,,,,56.2097,,57.4964,165.284,,0.17016,,9.7882,55.435,111.2047,325.4907,64.2755,45.9127,,94.4148,1360.817,0.68177,,,,,,,,,502.4128,9.7449,,,,199.0437,48.1486,20.899,,,353.2853,683.1185,321.4423,32.3636,,,,82.1526,127.5995,,307.6953,8.6704,13.4474,264.5407,,1.7424,,19.5102,19.0162,400.5326,,,,6.0942,265.5014,231.9792,626.6214,5737.3978,12.2469,,,125.6012,113.9211,,,,7.6922,9.9967
2012,,6.5707,,,,,,198.991,6.4826,,413.1635,92.1271,37.3268,,18.6917,59.4473,,70.848,196.5623,,7.617,,,17.09,,,13.5939,535.3234,,9.2811,43.3613,2.7095,,20.972,10.0089,614.2161,,,,,95.0124,8342.6681,97.1468,,,,12.9612,25.5191,,,8.8391,109.8461,10.3815,,58.5125,,,47.4861,40.9448,223.5119,8.3559,,,19.218,7.1112,,,,70.5256,479.5514,,,,,11.1756,932.1219,22.5173,,92.6167,,,,9.9263,3.8272,,,,6.9177,130.7918,63.4586,,1782.0769,523.7557,555.9333,,45.2607,94.5584,536.0782,5.9699,1541.1946,35.4037,185.1059,20.8292,,,85.1225,18.6696,2.6672,13.0268,,,,,,20.0429,10.3205,,3.8168,0.93103,222.5315,,,8.9952,,,,5.8473,579.7908,,,35.8554,,,62.8752,10.085,,9.1351,,4.7336,176.9103,,41.0293,5.8249,,103.8779,,,,52.9141,,67.3369,167.8504,,0.62057,,9.4069,59.919,120.2634,321.0652,51.2247,49.8709,,87.8574,1421.4759,0.79517,,,,,,,,,574.2909,9.815,,,,205.4191,41.4742,18.9461,,,350.4093,665.0288,288.9018,31.3123,,,,75.0143,175.3503,,280.9756,6.5655,14.9048,286.7825,,1.8411,,21.5724,20.8001,407.4625,,,,5.4325,257.8198,241.1618,640.5414,5550.3229,12.9539,,,137.928,107.079,,,,8.13,11.6948
2013,,6.5158,,,,,,203.7495,5.8855,,386.2149,91.1695,35.53,,19.3275,64.0999,,69.4814,206.7617,,9.1636,,,18.4328,,,12.3386,595.7654,,8.3166,37.5409,3.1524,,21.1216,9.7217,616.5195,,,,,92.6571,8627.3764,104.4105,,,,13.2599,24.0757,,,7.6248,110.1391,11.7221,,56.7033,,,46.315,44.154,224.3963,8.5709,,,17.6656,8.1482,,,,67.463,483.3733,,,,,10.8048,929.5583,21.697,,83.9805,,,,10.3963,1.7315,,,,17.8266,152.2046,59.4669,,1637.8547,509.5168,485.9605,,44.0089,84.5567,488.6843,6.2042,1487.0794,37.514,200.6973,25.0179,,,82.0248,17.0923,3.5139,12.7356,,,,,,20.5176,9.8152,,4.8616,0.7398,251.0375,,,7.2878,,,,6.1293,589.6158,,,43.6777,,,61.8303,15.0567,,9.4761,,5.3699,178.4298,,40.6372,6.2055,,132.2869,,,,53.4863,,71.5331,165.3722,,2.5659,,9.8595,58.8573,130.1234,304.1253,50.9546,55.5201,,77.3824,1382.7893,0.78239,,,,,,,,,569.9883,10.908,,,,241.8151,39.9685,17.8376,,,356.9847,669.7548,311.1478,33.5518,,,,72.5113,153.1288,,286.8613,11.0004,19.725,295.2122,,1.1924,,14.3728,20.9892,404.4948,,,,5.758,251.774,258.6005,624.8102,5637.723,11.6008,,,139.108,122.1021,,,,8.7115,12.0736
2014,,6.5012,,,,,,191.6923,5.9159,,384.508,91.9839,36.8155,,20.403,106.7707,,66.8042,207.0788,,8.3648,,,21.3865,,,14.1932,613.3269,,8.2105,39.5333,3.0598,,20.7404,10.3514,599.0804,,,,,85.4946,8720.1304,113.1491,,,,13.2646,20.1619,,,8.4165,105.2526,12.1173,,55.4551,,,34.4534,47.487,246.0775,8.6257,,,17.8575,10.105,,,,62.4037,448.7215,,,,,11.7719,907.723,21.867,,80.2569,,,,10.9943,1.9042,,,,7.1647,145.8186,58.7161,,1810.8934,510.0074,526.6429,,44.7206,86.4513,469.0506,6.019,1404.0719,37.7683,217.9596,29.1322,,,80.3245,17.9485,3.6976,12.1407,,,,,,20.6886,9.6341,,4.8295,0.66885,253.4093,,,8.6971,,,,6.4364,586.2054,,,29.2862,,,61.2645,19.677,,11.267,,6.2835,165.09,,40.9429,6.5929,,138.4709,,,,52.7047,,73.0643,170.9764,,3.7179,,10.0876,63.4054,137.0442,298.103,49.8719,62.5098,,80.2494,1347.9285,0.90002,,,,,,,,,590.7634,12.4438,,,,189.4742,37.6374,17.2157,,,361.8747,694.7054,278.6148,37.0939,,,,71.3437,160.0161,,298.3224,20.1503,19.5732,275.9745,,1.3182,,19.3696,22.4426,414.0913,,,,6.2924,195.2818,258.7723,604.9066,5758.3958,10.3647,,,167.9412,140.6824,,,,9.9128,12.8123
2015,,5.894,,,,,,206.1723,6.0733,,387.2258,87.1504,36.9862,,23.8107,76.8269,,63.2069,201.6429,,8.3502,,,21.506,,,12.5429,556.2062,,7.3286,40.9898,3.5172,,24.2827,11.0554,573.1934,,,,,88.1685,8789.7452,108.1873,,,,13.183,22.4426,,,8.1163,107.5137,12.6504,,53.1705,,,38.7496,46.1267,258.9817,9.1144,,,17.1328,11.2474,,,,56.4564,434.6942,,,,,12.5499,899.5143,22.7942,,75.7961,,,,12.9727,2.091,,,,8.3736,111.1,59.3449,,1961.0526,545.4302,587.36,,43.8003,85.0332,460.7709,6.2371,1320.9318,37.4313,250.095,28.2892,,,108.1286,16.5035,7.7707,12.6227,,,,,,20.1967,9.362,,4.6471,0.70915,235.857,,,11.1727,,,,5.9575,572.3527,,,23.4954,,,61.557,16.1244,,10.7773,,5.721,160.6597,,40.2099,7.6698,,128.3913,,,,54.765,,76.9021,171.6299,,4.5419,,10.0477,63.8846,144.1145,299.0731,52.6792,73.3024,,78.7654,1269.2296,1.0537,,,,,,,,,653.7502,13.283,,,,162.9431,38.2766,17.6383,,,350.2921,676.277,281.3781,38.776,,,,69.1466,159.6575,,265.786,9.6156,20.7063,274.2622,,1.7901,,23.1436,23.8489,432.1243,,,,6.453,167.4494,261.4469,597.001,5693.528,9.763,,,121.9116,165.0732,,,,9.5743,13.3125
2016,,5.8487,,,,,,190.4085,6.0174,,389.9131,88.7346,33.4983,,19.9093,126.5841,,66.3115,207.3688,,7.6803,,,22.1967,,,13.6169,490.9999,,6.1545,40.4761,3.9743,,25.6429,10.9803,546.7364,,,,,88.8304,8672.1091,107.7507,,,,13.9355,23.1099,,,8.8653,107.9186,14.7288,,54.9273,,,33.4364,40.9316,271.4071,9.3373,,,17.1083,12.917,,,,59.2114,454.9724,,,,,13.186,910.171,21.8614,,75.8746,,,,13.5246,5.4163,,,,7.9735,122.7116,60.6478,,2002.07,548.4866,531.5277,,44.8832,87.8186,463.9369,7.1636,1322.8114,38.0674,228.2169,28.71,,,107.428,17.9069,7.6559,12.4561,,,,,,21.6499,8.918,,5.0704,0.96837,242.8676,,,15.4517,,,,6.431,572.0095,,,23.6345,,,66.1055,15.6283,,11.3278,,8.7681,169.1277,,40.3984,7.7637,,125.3317,,,,49.226,,74.3316,211.188,,-0.29976,,10.945,66.4668,164.5213,304.545,55.3073,76.4068,,79.5796,1272.5122,1.0968,,,,,,,,,639.9056,14.373,,,,161.7491,40.6466,18.0588,,,354.3672,669.4177,275.6869,43.5078,,,,70.3208,170.8046,,280.8103,13.9374,19.2725,285.3599,,2.274,,28.3988,24.2522,437.7265,,,,6.8081,190.9766,259.0046,582.7554,5557.7598,8.8603,,,105.0124,173.4006,,,,9.2622,13.2388
2017,,6.1032,,,,,,193.2518,6.4064,,396.0146,88.6154,33.0105,,21.3883,133.9647,,68.8071,203.0305,,7.6409,,,23.2128,,,12.7108,506.7366,,7.3604,41.9148,4.4952,,25.7084,10.4076,554.6047,,,,,88.8062,8957.4019,99.1693,,,,14.333,23.3059,,,9.617,111.4389,14.7603,,55.0101,,,33.6249,43.7678,260.3617,8.7607,,,17.1453,20.5598,,,,59.3177,453.019,,,,,12.9164,901.7907,20.2342,,78.7904,,,,15.119,6.3169,,,,8.247,125.8251,65.9208,,2112.1947,567.4878,567.8277,,45.6572,84.4879,459.7374,6.5899,1289.1062,34.209,239.393,27.5072,,,100.6334,17.3271,13.99,13.9486,,,,,,22.3049,8.9058,,5.7214,0.92119,246.3607,,,12.9607,,,,6.9669,560.7897,,,30.1695,,,66.7395,12.6137,,9.2754,,10.8144,165.73,,40.6802,7.5757,,118.6119,,,,49.1207,,75.3892,243.5992,,19.6075,,12.4205,68.3098,177.0225,317.3385,59.4601,78.3688,,83.4293,1303.499,1.8918,,,,,,,,,623.797,15.1354,,,,169.4934,39.5296,19.423,,,347.4421,701.8158,294.2858,43.1378,,,,70.9891,135.2715,,288.7503,13.9361,18.3552,290.2967,,1.7839,,24.7956,24.2804,461.4806,,,,7.6043,199.6748,238.6398,558.3362,5526.1308,9.1451,,,93.3627,172.0078,,,,10.1114,11.0521
2018,,6.2638,,,,,,183.6946,8.3775,,386.3809,88.4799,35.2406,,22.1028,139.2863,,73.3002,211.9139,,7.4069,,,23.2588,,,13.2601,484.3549,,8.5534,41.1053,4.9304,,29.7452,9.6819,556.6195,,,,,92.7602,9443.4318,106.3486,,,,14.7213,24.7191,,,9.4387,115.3081,14.4079,,56.8793,,,35.0948,44.7879,252.2569,9.8918,,,18.5293,20.5519,,,,61.4663,456.0686,,,,,14.2609,892.1409,21.5968,,81.411,,,,24.0123,5.7737,,,,8.1409,124.2718,66.6837,,2239.0632,606.8424,526.2201,,46.3236,90.5813,466.8103,8.2892,1274.2771,33.9134,227.7321,29.1963,,,105.0133,19.9991,13.9159,15.8622,,,,,,23.8796,8.734,,5.2767,2.6587,265.9645,,,16.9201,,,,7.3001,571.1996,,,40.7833,,,68.5141,12.4954,,9.1884,,36.7823,165.4775,,41.5731,7.1954,,113.8847,,,,48.6608,,77.8432,232.9484,,19.1052,,13.1995,70.5753,184.5845,328.7699,57.4046,75.9673,,88.1319,1250.8001,2.5212,,,,,,,,,616.0092,16.5154,,,,176.6822,40.7537,20.5547,,,355.3695,749.2307,299.1162,42.6323,,,,71.0765,127.1672,,287.6599,11.8818,20.1663,305.5149,,7.8787,,22.9144,30.9528,448.303,,,,7.7397,213.2837,247.2572,545.2468,5684.5371,9.7254,,,17.2432,188.9472,,,,10.6331,12.3511
2019,,6.0207,,,,,,172.7042,8.1697,,383.647,86.6111,37.6977,,23.8566,148.5962,,72.2165,204.4813,,6.9344,,,23.4879,,,13.7155,485.9856,,8.1931,39.9332,5.0918,,35.5562,9.3005,549.1406,,,,,97.9678,9767.0838,112.4497,,,,14.3518,24.0683,,,9.2555,110.9085,14.4055,,53.0239,,,37.3679,46.4806,246.3706,10.5753,,,15.255,21.5139,,,,56.5856,442.6428,,,,,13.9912,846.4022,21.8608,,75.3138,,,,24.6073,6.1239,,,,9.0669,123.7058,65.0755,,2267.2932,664.21,614.7059,,46.2283,88.4226,450.5103,9.1131,1245.6811,32.6626,211.2502,30.2002,,,108.1306,17.4984,13.4258,15.0732,,,,,,22.4237,8.4638,,5.7596,2.7109,275.2318,,,15.8675,,,,7.3275,562.9167,,,41.5772,,,72.6777,12.9507,,9.3441,,34.7833,162.6384,,42.0448,7.0329,,132.2939,,,,48.2972,,78.5896,219.3732,,18.7487,,13.1654,72.7371,186.3867,309.6549,54.0522,77.9027,,85.1459,1286.3243,2.7007,,,,,,,,,672.1933,17.1742,,,,175.6589,38.8068,20.0357,,,367.4807,735.5463,284.0916,43.1663,,,,66.9991,124.0088,,287.2431,11.8828,21.261,303.6708,,7.9921,,25.753,30.061,418.8304,,,,7.7703,209.3699,236.7157,524.7342,5580.0767,9.5351,,,42.9911,244.8635,,,,11.1421,11.6266
2020,,5.9734,,,,,,160.0729,8.55,,374.3321,78.8038,37.9703,,23.9933,148.6332,,66.453,182.339,,7.4619,,,19.9417,,,12.6469,437.1534,,9.1549,36.2786,4.7792,,37.2569,9.9285,502.928,,,,,83.1111,9798.9173,105.499,,,,12.3066,22.9992,,,8.205,101.7917,14.3667,,48.3529,,,34.1044,37.5954,259.9699,9.0322,,,12.9325,20.954,,,,51.1333,398.9578,,,,,14.2179,777.6239,23.9638,,68.5837,,,,21.9471,5.9543,,,,8.3541,119.8655,60.4739,,2085.132,629.8296,651.9613,,39.7908,84.5284,402.237,7.9023,1183.7792,28.9404,218.5124,31.2374,,,97.6946,16.2412,14.1013,13.4239,,,,,,20.5363,7.2581,,5.5878,2.9331,262.9602,,,13.55,,,,6.6745,502.0509,,,37.5427,,,67.7393,12.1719,,8.7913,,36.0327,146.8522,,41.3088,6.0983,,137.1783,,,,46.6484,,78.7518,240.6199,,18.3142,,12.0523,61.272,175.4938,288.1445,48.7856,78.9481,,80.982,1278.6051,2.5086,,,,,,,,,648.8488,15.6009,,,,155.6034,35.9356,18.4271,,,335.3382,682.0377,251.8643,41.8532,,,,60.12,109.8062,,278.1835,11.5554,21.4423,300.0777,,7.5401,,25.7089,28.9321,421.1979,,,,7.4826,194.5061,221.7787,469.8921,5103.0841,9.3748,,,71.9195,259.8928,,,,9.8762,10.4819
2021,,6.1981,,,,,,182.2755,9.2715,,363.1351,85.4989,38.7162,,20.2747,157.9105,,70.2981,201.8222,,8.0752,,,22.9527,,,13.462,473.3488,,7.9195,40.9317,5.3698,,36.6939,10.1994,523.9392,,,,,91.1018,10087.9897,116.9456,,,,14.0108,23.73,,,8.6075,110.7774,17.2467,,53.6113,,,38.1423,43.8326,291.37,10.1431,,,14.3076,22.7692,,,,54.7971,440.1932,,,,,15.4385,834.0737,26.6938,,71.5745,,,,25.1848,5.8451,,,,9.217,132.7661,65.4039,,2252.029,627.494,662.6291,,42.0015,90.4437,451.8087,8.2112,1219.8264,30.642,191.3328,33.5415,,,96.1174,19.0115,12.5159,14.9555,,,,,,22.5677,7.9938,,6.1954,2.9409,274.132,,,16.2497,,,,7.343,539.1193,,,33.5568,,,74.3912,13.7881,,9.8104,,41.1938,159.2886,,43.763,6.8155,,157.1273,,,,42.2302,,81.2176,273.0013,,19.6233,,13.797,72.7917,191.7535,314.1451,50.4075,74.4499,,85.949,1238.1409,2.9798,,,,,,,,,669.2849,17.4775,,,,177.0542,39.8867,20.1819,,,328.0403,717.5924,275.2548,45.7423,,,,66.1797,120.7886,,291.5736,11.2757,23.9634,309.3442,,8.3568,,20.7152,31.5266,447.9969,,,,8.5682,203.006,239.5855,517.6141,5489.6623,10.548,,,80.7073,222.321,,,,9.8963,12.3593
2022,,5.6864,,,,,,183.8458,8.7247,,365.0796,83.1555,37.7552,,18.8264,166.1721,,68.328,207.0983,,8.5966,,,24.0778,,,14.072,465.2425,,7.8561,42.2472,5.7728,,38.0513,10.0062,530.2594,,,,,92.3851,10427.0334,103.8756,,,,14.6552,23.8666,,,8.8826,111.4124,18.2367,,52.6222,,,40.8797,47.0953,267.689,11.0064,,,14.6384,22.3302,,,,52.7646,437.4493,,,,,15.9162,838.8132,26.9476,,71.3354,,,,24.8146,6.3913,,,,9.6979,145.2398,62.643,,2339.9915,709.2272,632.2671,,42.9127,94.7357,461.8015,8.4394,1201.4694,31.9022,187.5385,34.5288,,,115.7966,20.8621,8.4148,14.2736,,,,,,22.102,7.9923,,6.1911,3.1965,283.7986,,,16.1187,,,,7.728,557.5734,,,36.4855,,,71.3856,14.8224,,9.7627,,46.1995,157.3793,,42.5681,6.9991,,139.5982,,,,34.8897,,81.191,245.3444,,19.5155,,13.6802,78.7448,205.0541,299.5595,50.8703,69.9556,,83.5561,1279.4094,3.4002,,,,,,,,,627.8137,19.0607,,,,195.5781,37.6914,20.6193,,,318.3232,722.6697,278.5975,45.8538,,,,66.3392,125.6687,,295.8256,13.7723,25.7993,319.5474,,8.8853,,16.834,30.0567,442.3804,,,,9.0259,168.1263,252.6535,502.7704,5565.9889,10.6857,,,89.6936,227.8973,,,,11.7279,13.612
2023,,5.382,,,,,,185.6661,7.6738,,372.1514,76.4686,40.8385,,22.0637,167.8591,,62.5479,196.6053,,8.4338,,,25.6284,,,14.5089,469.9887,,8.8763,35.3099,5.8012,,39.0641,10.3838,519.9425,,,,,88.1566,10857.0246,104.4649,,,,14.6918,23.7112,,,8.6244,100.0255,17.8646,,49.4714,,,40.4383,48.8977,253.428,11.2553,,,12.5851,23.2465,,,,47.462,407.3647,,,,,15.366,768.4811,26.373,,67.1906,,,,25.4495,6.3986,,,,10.4583,144.1638,56.7278,,2543.2155,728.1667,668.5801,,40.8339,88.3198,429.0079,8.3343,1142.2994,31.8165,212.657,34.98,,,122.3457,19.1933,14.8249,13.3619,,,,,,20.5172,7.332,,6.4193,3.2329,286.5082,,,14.2964,,,,7.9133,564.9691,,,36.6047,,,69.9135,14.428,,9.6455,,47.2793,150.1483,,41.3959,7.1732,,133.2839,,,,38.9699,,83.3599,220.106,,19.5171,,13.1249,78.8841,211.5926,273.8558,47.4599,82.2281,,78.2514,1405.9816,3.5172,,,,,,,,,654.1042,19.0327,,,,186.9257,35.0349,19.7353,,,325.3813,708.8645,260.6155,46.4393,,,,61.7216,118.3296,,294.8018,13.0208,25.7875,305.5672,,8.6473,,22.352,30.1789,483.0306,,,,8.8016,166.3056,248.0683,487.0998,5431.6589,10.7818,,,100.5155,247.7875,,,,12.7052,15.3195
2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOURCES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption,"<b>For sources and methods, see Andrew and Peters (2023), Friedlingstein et al. (2025), and Peters et al. (2011).</b><br /><br /><br />Friedlingstein, P., O'Sullivan, M., Jones, M. W., Andrew, R. M., Bakker, D. C. E., Hauck, J., Landschützer, P., Le Quéré, C., Luijkx, I. T., Peters, G. P., Peters, W., Pongratz, J., Schwingshackl, C., Sitch, S., Canadell, J. G., Ciais, P., Jackson, R. B., Alin, S. R., Anthoni, P., Barbero, L., Bates, N. R., Becker, M., Bellouin, N., Decharme, B., Bopp, L., Brasika, I. B. M., Cadule, P., Chamberlain, M. A., Chandra, N., Chau, T.-T.-T., Chevallier, F., Chini, L. P., Cronin, M., Dou, X., Enyo, K., Evans, W., Falk, S., Feely, R. A., Feng, L., Ford, D. J., Gasser, T., Ghattas, J., Gkritzalis, T., Grassi, G., Gregor, L., Gruber, N., Gürses, Ö., Harris, I., Hefner, M., Heinke, J., Houghton, R. A., Hurtt, G. C., Iida, Y., Ilyina, T., Jacobson, A. R., Jain, A., Jarníková, T., Jersild, A., Jiang, F., Jin, Z., Joos, F., Kato, E., Keeling, R. F., Kennedy, D., Klein Goldewijk, K., Knauer, J., Korsbakken, J. I., Körtzinger, A., Lan, X., Lefèvre, N., Li, H., Liu, J., Liu, Z., Ma, L., Marland, G., Mayot, N., McGuire, P. C., McKinley, G. A., Meyer, G., Morgan, E. J., Munro, D. R., Nakaoka, S.-I., Niwa, Y., O'Brien, K. M., Olsen, A., Omar, A. M., Ono, T., Paulsen, M. E., Pierrot, D., Pocock, K., Poulter, B., Powis, C. M., Rehder, G., Resplandy, L., Robertson, E., Rödenbeck, C., Rosan, T. M., Schwinger, J., Séférian, R., Smallman, T. L., Smith, S. M., Sospedra-Alfonso, R., Sun, Q., Sutton, A. J., Sweeney, C., Takao, S., Tans, P. P., Tian, H., Tilbrook, B., Tsujino, H., Tubiello, F., van der Werf, G. R., van Ooijen, E., Wanninkhof, R., Watanabe, M., Wimart-Rousseau, C., Yang, D., Yang, X., Yuan, W., Yue, X., Zaehle, S., Zeng, J., and Zheng, B.: Global Carbon Budget 205, Earth Syst. Sci. Data. , 2025.<br /> Available at: <a href=""https://doi.org/10.5194/essd-2023-409"" target=""_blank""> https://doi.org/10.5194/essd-2023-409</a><br /><br />Andrew, R.M. and Peters, G.P. (2023): The Global Carbon Project's fossil CO<sub>2</sub> emissions dataset. Available at: <a href=""https://zenodo.org/doi/10.5281/zenodo.5569234"" target=""_blank"">Andrew and Peters, 2023.</a><br /><br />Peters, G.P., Minx, J.C., Weber, C.L., and O. Edenhofer (2011), Growth in emission transfers via international trade from 1990 to 2008. Proceedings of the National Academy of Sciences (PNAS), 108(21), 8903-8908, Available at: <a href=""https://doi.org/10.1073/pnas.1006388108"" target=""_blank"">Peters et al., 2011.</a><br /><br />The use of data is conditional on citing the original data sources. <br /><br />Data for years 2021 and 2022 are preliminary.<br /><br />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
