Transfer emissions in MtCO₂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,"Bonaire, Saint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Croatia,Cuba,Curaçao,Cyprus,Czech Republic,Côte d'Ivoire,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mexico,Micronesia (Federated States of),Moldova,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North Korea,North Macedonia,Norway,Occupied Palestinian Territory,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Republic of South Sudan,Romania,Russian Federation,Rwanda,Réunion,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Korea,Spain,Sri Lanka,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,,-0.052862,,,,,,-3.3547,2.708,,33.3803,-26.4585,21.5646,,2.4234,-0.20447,,43.0029,0,,-0.4749,,,1.667,,,0,-20.0247,,1.1967,14.4063,-0.23165,,-0.67354,-0.67405,-39.1613,,,,,0.52937,122.7636,-3.2336,,,,-1.9541,2.7974,,,-0.81041,12.8151,-0.98468,,-7.2672,,,2.7342,1.6113,-6.3278,-1.3839,,,5.6768,-0.030609,,,,-31.7083,-90.4652,,,,,5.1596,-145.2407,-1.0102,,-11.3645,,,,0.48102,-0.31257,,,,0.67042,-34.5617,-15.1071,,-5.3661,7.9265,7.9994,,-4.7181,-18.7053,-121.0265,-1.6048,-207.5978,-7.5873,19.5833,-1.0331,,,2.3883,-2.142,-0.33537,-1.2933,,,,,,-5.7872,0,,-0.20559,0.042184,-17.9368,,,-0.83523,,,,-0.50088,-8.721,,,0.87516,,,-7.3098,-0.59435,,0,,-0.41989,-11.5327,,-1.6713,-0.29954,,1.9088,,,,,,-1.0533,-1.3448,,-0.12456,,-1.5048,-1.7885,-10.0537,51.8615,-7.4778,1.5446,,15.7757,493.2473,-0.10511,,,,,,,,,8.7959,-0.35124,,,,-18.215,-9.4521,-6.4025,,,0,-80.4745,-41.5459,0.55571,,,,-54.7528,-42.608,,42.6623,6.7405,-0.77814,-38.2553,,0.050553,,6.4463,1.7248,-55.0631,,,,-0.55217,190.5798,-3.182,-64.0616,80.4209,-0.83028,,,34.6669,-1.979,,,,0.82778,2.6632
1991,,-0.32586,,,,,,-6.2712,2.5346,,34.0115,-24.6405,26.6971,,1.7596,-0.0028475,,35.1077,0,,-0.48551,,,1.6021,,,0,-16.2317,,2.099,16.158,-0.23779,,-0.70672,-0.67704,-47.2437,,,,,-0.50312,161.2268,-2.5637,,,,-1.7759,2.1156,,,-0.45055,15.7229,-1.0776,,-1.4002,,,2.7926,1.6527,-0.50186,-1.3321,,,4.4015,-0.045474,,,,-25.8129,-80.8141,,,,,3.8083,-131.6999,-1.037,,-10.2811,,,,0.49671,-0.29339,,,,0.64542,-36.8175,-11.391,,11.4798,14.1747,9.1055,,-4.5596,-18.554,-120.8937,-0.96151,-216.6424,-5.543,75.7877,-1.2507,,,-4.6751,-6.8321,-0.36548,-1.5541,,,,,,-8.204,0,,-0.2062,0.043393,-13.3433,,,-0.85237,,,,-0.51293,-13.2206,,,3.2289,,,-6.1074,-0.55496,,0,,-0.46876,-3.007,,-1.1254,-0.36507,,3.0694,,,,,,-1.4805,-0.83363,,0.26971,,-1.6092,-2.4792,-10.0794,32.5256,-7.853,2.4533,,13.5305,349.494,-0.10769,,,,,,,,,18.8221,-0.35583,,,,-18.6026,-3.1529,-6.1051,,,0,-78.2329,-38.2913,0.53791,,,,-48.2166,-41.1654,,46.4292,5.6607,-0.8502,-31.0318,,0.055055,,5.733,3.0618,-49.6336,,,,-0.55365,166.2919,-3.5511,-67.6211,102.0328,-0.83798,,,24.549,-1.7903,,,,0.53073,2.7731
1992,,-0.40781,,,,,,-9.8889,1.9166,,36.3674,-33.5589,40.1927,,1.3709,-0.49758,,46.5822,0,,-0.47742,,,1.4231,,,0,-13.718,,1.5815,14.39,-0.24546,,-0.75495,-0.79851,-50.5338,,,,,-1.9084,73.1063,-5.2233,,,,-1.8893,-1.2866,,,-0.68755,-0.32776,-1.8062,,-9.3277,,,2.8015,3.6305,-6.6854,-1.4619,,,1.2847,-0.08922,,,,-49.7736,-125.5168,,,,,4.9625,-266.692,-1.1083,,-18.7144,,,,0.09841,-0.30854,,,,0.54121,-38.9366,-28.215,,-1.4141,12.8341,8.748,,-4.5571,-20.922,-180.2735,-0.55203,-324.5868,-5.9883,151.2303,-1.275,,,-0.35041,-17.5995,-0.37705,-3.3834,,,,,,-31.3474,0,,-0.24633,0.032913,-15.7969,,,-0.97782,,,,-0.57834,-18.5002,,,1.8033,,,-9.5499,-0.5758,,0,,-0.46184,-16.9392,,-0.45103,-0.53037,,3.5465,,,,,,-1.5055,-0.68071,,0.81645,,-1.6758,-2.7817,-10.3179,16.4793,-10.0424,4.9167,,17.351,1230.6752,-0.11335,,,,,,,,,21.7276,-0.41943,,,,-27.5732,-5.0734,-8.3916,,,0,-120.3267,-54.2766,0.82891,,,,-57.2797,-50.7818,,45.6579,3.2239,-0.87437,-59.9119,,0.025027,,6.3064,-0.64006,-76.3189,,,,-0.59439,143.6927,-4.7506,-108.0332,-8.7686,-0.93158,,,17.9192,-1.6904,,,,0.41926,3.2868
1993,,-0.33682,,,,,,-8.5793,0.61855,,40.0036,-28.0844,22.8165,,3.5112,0.10892,,40.0412,0,,-0.46378,,,1.4527,,,0,-11.4326,,0.73901,12.2544,-0.24388,,-0.68333,-0.83196,-34.6413,,,,,-2.0103,104.1918,-4.7395,,,,-1.7154,-0.82763,,,-0.2249,8.187,-1.279,,-5.4499,,,3.0094,2.9944,-0.68267,-1.2315,,,2.0328,-0.054351,,,,-32.0658,-106.6613,,,,,1.6758,-220.0176,-1.0836,,-14.1679,,,,0.37839,-0.27869,,,,0.69506,-35.4376,-20.2793,,16.1961,20.0759,24.1221,,-3.6036,-18.4602,-128.1503,-1.03,-289.594,-5.5931,76.1308,-0.87414,,,5.1187,-9.9058,-0.38866,-2.0686,,,,,,-15.1071,0,,-0.28068,0.017032,-7.2652,,,-0.64589,,,,-0.58524,-20.1589,,,3.1517,,,-7.0835,-0.56317,,0,,-0.46955,-10.7253,,-0.84326,-0.43793,,2.1532,,,,,,-1.7801,-0.72406,,0.55342,,-1.4884,-2.2479,-10.0754,27.4742,-9.7033,5.1643,,14.2994,771.3091,-0.11491,,,,,,,,,20.2783,-0.40991,,,,-23.7942,-3.6136,-6.6734,,,0,-90.877,-39.4154,0.83038,,,,-50.0112,-44.437,,50.2658,2.3389,-0.81869,-39.6202,,0.01759,,5.7666,1.6218,-53.331,,,,-0.74477,130.4624,-2.1937,-80.7671,52.435,-1.1458,,,22.555,-2.3093,,,,0.37877,3.8797
1994,,-0.44154,,,,,,-8.5753,0.80107,,35.6669,-27.1956,21.4874,,2.539,0.36965,,35.4975,0,,-0.5517,,,1.325,,,0,-14.6979,,0.16277,14.2614,-0.26552,,-0.75162,-0.52359,-25.8218,,,,,-0.94785,301.8522,-4.3581,,,,-1.4375,-1.0962,,,-0.12572,5.6806,-1.1138,,-3.792,,,3.1686,0.19375,-3.1473,-1.2452,,,3.785,-0.062032,,,,-22.1736,-105.7047,,,,,1.0007,-204.8101,-1.1206,,-11.795,,,,0.73566,-0.30695,,,,0.94235,-50.5474,-15.0627,,21.6967,19.3545,31.5832,,-3.5118,-18.3162,-116.0842,-0.68945,-303.6926,-5.7935,57.2296,-1.1457,,,7.4602,-8.324,-0.46665,-2.8653,,,,,,-12.094,0,,-0.27761,0.07382,-7.1921,,,-0.87057,,,,-0.75493,-18.5133,,,2.0294,,,-6.5599,-0.59416,,0,,-0.47048,-9.2063,,-1.5229,-0.36275,,3.1981,,,,,,-1.229,-1.1087,,0.73499,,-1.5211,-2.4667,-10.6971,34.0649,-9.9647,5.2986,,18.6286,483.9316,-0.12449,,,,,,,,,19.2122,-0.27539,,,,-18.2268,-0.17401,-5.3025,,,0,-84.4806,-30.9367,0.9307,,,,-47.1555,-43.8302,,52.4275,1.06,-0.9255,-30.32,,0.032604,,5.4739,3.0294,-36.8713,,,,-0.75738,137.7067,-2.8057,-77.1721,39.3875,-1.3205,,,26.1369,-2.079,,,,0.29923,4.7247
1995,,-0.43406,,,,,,-6.046,0.58987,,41.2609,-28.0755,9.5581,,2.721,1.3296,,24.8678,0,,-0.59907,,,1.2282,,,0,-21.7468,,0.521,11.0909,-0.32295,,-0.62836,-0.51746,-22.8075,,,,,-0.60783,314.6037,-6.3385,,,,-1.7282,-2.0359,,,-0.41974,6.3448,-0.95249,,-6.3565,,,4.0129,2.7036,-2.224,-1.329,,,2.7366,-0.01099,,,,-23.3693,-112.6785,,,,,-0.023926,-212.0701,-1.2043,,-12.3988,,,,0.93532,-0.35368,,,,1.2806,-54.3002,-11.98,,31.8431,16.9981,22.9578,,-3.2251,-20.1854,-111.0784,-0.7604,-324.0793,-6.5102,60.6948,-1.3818,,,7.4533,-9.6636,-0.53707,-3.0925,,,,,,-12.4365,0,,-0.25005,0.072496,4.2775,,,-1.3498,,,,-0.70338,1.105,,,1.8893,,,-6.8194,-0.62743,,0,,-0.43088,-9.1786,,-2.6654,-0.31743,,8.8554,,,,,,-0.84421,-1.6176,,0.39272,,-1.4473,-2.8723,-10.1608,38.3318,-10.006,4.9413,,22.2457,465.4814,-0.13581,,,,,,,,,18.7373,-0.45361,,,,-37.1757,-1.632,-5.566,,,0,-82.6861,-29.806,1.0596,,,,-48.2844,-46.5723,,59.0143,1.8887,-0.8496,-24.8399,,0.0028226,,5.9629,2.8831,-37.5626,,,,-0.76583,161.6256,-5.3183,-81.5754,39.278,-1.4173,,,23.8192,-2.3537,,,,0.17327,4.2672
